"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Ruined_tower_snowy.Ruined_tower_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Rocks_3_4_snowy.Rocks_3_4_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Rocks_1_2_snowy.Rocks_1_2_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Railway_snowy.Railway_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Mill.Mill","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Pillars_arch_snowy.Pillars_arch_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Mine_snowy.Mine_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Log_stump_mushrooms.Log_stump_mushrooms","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/TownHall.TownHall","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tavern.Tavern","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Streetlight.Streetlight","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Tiles.Tiles","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Log_stump_mushrooms_snowy.Log_stump_mushrooms_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Lampposts_snowy.Lampposts_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Stone_fence.Stone_fence","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Stairs_amall.Stairs_amall","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Large_house.Large_house","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Forge_snowy.Forge_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Fence_snowy.Fence_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Stairs_large.Stairs_large","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Logs.Logs","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Lampposts.Lampposts","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Ruined_walls.Ruined_walls","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Ruined_tower.Ruined_tower","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Rocks_3_4.Rocks_3_4","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Rocks_1_2.Rocks_1_2","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Railway.Railway","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Hammer_anvil_snowy.Hammer_anvil_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Chest_snowy.Chest_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Boxes_snowy.Boxes_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Barrel_snowy.Barrel_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Hammer_anvil.Hammer_anvil","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Woodmill.Woodmill","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Witch_house.Witch_house","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Forge.Forge","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Well.Well","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Trolley.Trolley","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Trolley_snowy.Trolley_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Town_Hall_snowy.Town_Hall_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Fence_wooden.Fence_wooden","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Crystals.Crystals","0","23","1","1","0.000000","0","298"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Cualdron.Cualdron","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Tavern_snowy.Tavern_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Stone_tiles_snowy.Stone_tiles_snowy","0","14","1","1","0.000000","0","56"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Boxes.Boxes","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Chest.Chest","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Barrel.Barrel","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Baker_house.Baker_house","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Summer_mat/Awning.Awning","0","23","1","1","0.000000","0","131"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Logs_snowy.Logs_snowy","0","14","2","1","13.041783","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Large_house_snowy.Large_house_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Baker_house_snowy.Baker_house_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Woodmill_snowy.Woodmill_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Witch_house_snowy.Witch_house_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Well_snowy.Well_snowy","0","14","2","1","0.000000","0","71"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_Fire_SubUV.M_Fire_SubUV","0","12","1","1","54.930088","0","49"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Street_light_snowy.Street_light_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Plant_snowy.Plant_snowy","0","14","2","1","0.000000","0","71"
"/Game/HandPaintedEnvironment/Assets/Materials/Winter/Mill_snowy.Mill_snowy","0","14","2","1","0.000000","0","71"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/TemplateResources/M_Template_Master.M_Template_Master","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","70","2","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveTexturedMaterial.EmissiveTexturedMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Game/Orasot_Bundle/LowPolyForestVol2/Materials/M_MasterMat_TwoSided.M_MasterMat_TwoSided","0","52","4","1","125.300652","0","563"
"/Game/AssetPacks/Orasot_Bundle/LowPolyForestVol2/Materials/Grass.Grass","0","14","5","1","42.820953","40","342"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Tile_Master.M_Trans_Trail_2Sided_Pan_Tile_Master","0","10","1","1","8.073935","0","51"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","0","40","2","2","29.003107","0","353"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_StaticMesh_Lit_Master.M_Trans_StaticMesh_Lit_Master","0","27","1","1","30.416214","0","395"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","12","1","1","11.936589","0","89"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Lit_SubUV_Master.M_Trans_Sprite_Lit_SubUV_Master","0","72","1","1","52.608677","0","2369"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_2Sided_Master.M_Trans_Sprite_2Sided_Master","0","20","1","1","15.300804","0","206"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_Master.M_Trans_MeshEmit_Master","0","12","1","1","12.191307","0","77"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_2Sided_Pan_Mask_Master.M_Trans_MeshEmit_2Sided_Pan_Mask_Master","0","10","1","1","7.851964","0","59"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Opaque_Static_Lit_Emis_PanMaster.M_Opaque_Static_Lit_Emis_PanMaster","0","23","1","1","23.117628","0","250"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Lit_Emis_Master.M_Opaque_MeshEmit_Lit_Emis_Master","0","59","1","1","49.357521","0","1760"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_TranslucentShield.M_TranslucentShield","0","66","1","1","89.579140","0","759"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_FireSky_moving.M_FireSky_moving","0","4","1","1","3.014444","0","10"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_FireSky.M_FireSky","0","4","4","1","2.795252","0","5"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Fire_Add_RingsubUV.M_Fire_Add_RingsubUV","0","9","1","1","8.006632","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ExploD_Trans_subUV_mobile.M_ExploD_Trans_subUV_mobile","0","9","1","1","7.735009","0","37"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_cracks_01_mobile.M_cracks_01_mobile","0","9","1","1","0.000000","0","37"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ShieldMesh_mobile.M_ShieldMesh_mobile","0","12","1","1","9.601389","0","59"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ChargeMesh_mobile1.M_ChargeMesh_mobile1","0","20","1","1","12.774204","0","90"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CombatArea_Solid.M_CombatArea_Solid","0","9","1","1","0.000000","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CandleGlow_2sided.M_CandleGlow_2sided","0","56","1","1","50.819195","0","351"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IB_Blood_Trans_subUV_mobile.M_IB_Blood_Trans_subUV_mobile","0","9","1","1","7.923373","0","28"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_LightningWall.M_LightningWall","0","60","1","1","81.151772","0","332"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_LightningShield.M_LightningShield","0","60","1","1","77.294449","0","233"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Ice_Unlit.M_Ice_Unlit","0","10","1","1","6.105059","0","25"
"/Game/AssetPacks/InfinityBladeEffects/Environments/Fire/Env_Fire_Magma/Materials/M_Lava_flows_trans.M_Lava_flows_trans","0","29","1","1","24.399359","0","148"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CandleGlow.M_CandleGlow","0","47","1","1","41.308636","0","283"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_GhostSkull.M_GhostSkull","0","20","1","1","13.884357","0","60"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ForgeLogo.M_ForgeLogo","0","15","1","1","0.000000","0","50"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_ForgeFail_X.M_ForgeFail_X","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_CombatArea_Edge.M_CombatArea_Edge","0","9","1","1","0.000000","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Emis_Master.M_Opaque_MeshEmit_Emis_Master","0","6","1","1","1.288415","0","22"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Emis_Master.M_Add_Trail_2Sided_Pan_Emis_Master","0","15","1","1","10.442758","0","66"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master_DepthFade.M_Add_Sprite_SubUV_Master_DepthFade","0","12","2","1","10.972953","0","49"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","12","1","1","9.758174","0","59"
"/Game/HandPaintedEnvironment/Assets/Landscape/Foliage/Grass_1_mat.Grass_1_mat","0","84","1","1","75.437401","0","758"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_FlameWall.M_FlameWall","0","60","5","1","89.134621","0","732"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_FlameShield.M_FlameShield","0","60","1","1","86.434792","0","639"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LavaFlows_Trans_2sided.M_LavaFlows_Trans_2sided","0","10","1","1","8.056138","0","42"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LavaFlows_Trans.M_LavaFlows_Trans","0","3","1","1","3.182000","0","8"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LavaFlows_Fast_Trans.M_LavaFlows_Fast_Trans","0","3","1","1","3.409492","0","8"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Dungeon_Pipe_FlowingLava_Cool.M_Dungeon_Pipe_FlowingLava_Cool","0","8","2","1","6.161088","0","35"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_RoboChains_MeshEmit.M_RoboChains_MeshEmit","0","15","1","1","0.000000","0","134"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Sky_Flashing_Panning_Master.M_Sky_Flashing_Panning_Master","0","4","2","1","3.339670","0","11"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Sky_Flashing_Panning.M_Sky_Flashing_Panning","0","4","2","1","0.000000","0","11"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlueSky_Moving.M_BlueSky_Moving","0","4","4","1","3.734102","0","4"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlueSky.M_BlueSky","0","4","4","1","0.000000","0","4"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Smoke_Trans_subUV_3_4_mobile.M_Smoke_Trans_subUV_3_4_mobile","0","9","1","1","0.000000","0","51"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlastDir_Add_01_mobile.M_BlastDir_Add_01_mobile","0","9","1","1","7.982169","0","31"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Trans_03.M_Blood_Trans_03","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Mod_03_mobile.M_Blood_Mod_03_mobile","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Liquid/M_Liquid_Splat_03_INST.M_Liquid_Splat_03_INST","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Trans_Emissive_02.M_Blood_Trans_Emissive_02","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Trans_02.M_Blood_Trans_02","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Sword_Opaque_Master.M_Sword_Opaque_Master","0","10","1","1","6.196014","0","51"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Projectile_2Side_01.M_Projectile_2Side_01","0","15","1","1","11.031693","0","97"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Projectile_01.M_Projectile_01","0","9","1","1","7.507503","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Lava_Flowing.M_Lava_Flowing","0","23","1","1","21.517111","0","157"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Pan_Emis_Mask_Master.M_Add_Sprite_Pan_Emis_Mask_Master","0","18","2","2","17.921736","0","80"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","12","1","1","9.559554","0","30"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","12","1","1","9.139177","0","53"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_2Sided_Master.M_Add_Sprite_2Sided_Master","0","20","1","1","0.000000","0","60"
"/Game/AssetPacks/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Emis_Master.M_Add_Mesh_2Sided_Pan_Emis_Master","0","40","2","2","27.971853","0","335"
"/Game/HandPaintedEnvironment/Assets/Landscape/Foliage/Grass_1_mat_snowy.Grass_1_mat_snowy","0","84","1","1","0.000000","0","758"
"/Game/Grimoire/open/tex-1/open1-1.open1-1","0","14","1","1","13.607038","0","68"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_CurseWall.M_CurseWall","0","60","1","1","80.418678","0","877"
"/Game/AssetPacks/MegaMagicVFXBundle/VFX/MagicShieldsVFX/Essentials/Materials/M_CurseShield.M_CurseShield","0","60","1","1","79.996819","0","794"
"/Game/AssetPacks/InfinityBladeEffects/Environments/Env_Rocks/Materials/M_JaggedRock_01.M_JaggedRock_01","0","26","1","1","21.425001","0","192"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_JaggedRock_Trans_MeshEmit_Lit.M_JaggedRock_Trans_MeshEmit_Lit","0","9","1","1","0.000000","0","51"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_JaggedRock_MeshEmit_Lit.M_JaggedRock_MeshEmit_Lit","0","35","1","1","30.776846","0","373"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Mod_02_mobile.M_Blood_Mod_02_mobile","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Trans_01.M_Blood_Trans_01","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Mod_01_mobile.M_Blood_Mod_01_mobile","0","9","1","1","0.000000","0","28"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Lightning_Radial_add_subuv_4x4.M_Lightning_Radial_add_subuv_4x4","0","9","1","1","0.000000","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Lightning_Bolt_01.M_Lightning_Bolt_01","0","9","1","1","0.000000","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Lightning_Arc_Add_subUV.M_Lightning_Arc_Add_subUV","0","9","1","1","7.503947","0","44"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LightCone.M_LightCone","0","9","1","1","0.000000","0","34"
"/Game/AssetPacks/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_IceHammerGlow.M_IceHammerGlow","0","9","1","1","7.444060","0","34"
